Unnamed: 0,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,county,tract,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
60,"Census Tract 4, Providence County, Rhode Island",,1412,137,,112,,184,,66,,138,,24,,9,,1026,128,119,24697,1443,1148,282,458,235,82,91,1148,309,839,3718,997,1368,32,62,181,1045,1549,85,70,0,44,7,400,,,,,71.10187110187111,8.87040887040887,24.56445993031359,307.0921985815603,73.08362369337979,26.91637630662021,26.81549220010758,73.18450779989242,2015
61,"Census Tract 10, Providence County, Rhode Island",,1233,83,,158,,113,,114,,137,,74,,17,,840,215,30,25778,1249,1143,428,433,232,50,0,1143,133,1010,2403,1323,423,0,34,54,1377,460,0,51,0,44,7,1000,,,,,67.25380304243394,17.21377101681345,37.44531933508311,167.05607476635512,88.36395450568679,11.63604549431321,55.0561797752809,44.9438202247191,2015
62,"Census Tract 24, Providence County, Rhode Island",59010.0,3343,446,10295.0,210,4450.0,509,7100.0,242,3060.0,320,5725.0,229,4345.0,17,175.0,2638,132,5,71731,3471,2098,57,916,844,242,39,2098,1630,468,7192,6014,378,175,192,81,6083,411,206,211,6,44,7,2400,17.651809751720013,22.477134146341463,13.528628495339548,18.342440801457197,76.00115240564679,3.802938634399308,2.7168732125834127,3580.701754385965,22.3069590085796,77.6930409914204,83.62068965517241,16.379310344827587,2015
63,"Census Tract 32, Providence County, Rhode Island",,1871,206,,296,,320,,189,,219,,113,,8,,1473,204,60,79406,1947,1391,121,661,503,80,26,1391,760,631,3242,2323,425,9,168,107,2369,486,9,214,4,44,7,3200,,,,,75.65485362095532,10.477657935285054,8.698777857656362,1049.586776859504,45.36304816678648,54.63695183321352,71.6533004318322,28.3466995681678,2015
64,"Census Tract 136, Providence County, Rhode Island",,1428,212,,149,,136,,40,,144,,44,,7,,1306,18,0,57616,1481,1140,105,371,438,160,66,1140,764,376,2777,2220,268,0,118,51,2271,319,9,127,0,44,7,13600,,,,,88.18365968939905,1.2153950033760972,9.210526315789473,985.7142857142858,32.98245614035088,67.01754385964912,79.94238386748289,20.057616132517104,2015
65,"Census Tract 124.02, Providence County, Rhode Island",,1325,222,,197,,119,,87,,156,,37,,0,,1325,0,0,58576,1368,1048,36,459,398,94,61,1048,800,248,2543,2289,17,0,109,48,2337,51,14,109,0,44,7,12402,,,,,96.85672514619884,0.0,3.435114503816794,2811.111111111111,23.66412213740458,76.33587786259542,90.01179709005112,9.988202909948878,2015
66,"Census Tract 133, Providence County, Rhode Island",87145.0,2446,440,17750.0,195,5830.0,240,9145.0,115,2925.0,126,3225.0,88,3210.0,52,1330.0,2423,15,0,79909,2520,1695,20,358,723,389,205,1695,1402,293,4671,4453,28,0,6,184,4637,128,161,6,0,44,7,13300,35.62755519215045,37.13385826771653,34.0,30.070093457943926,96.15079365079366,0.5952380952380952,1.1799410029498525,8375.0,17.28613569321534,82.71386430678466,95.33290515949476,4.6670948405052455,2015
67,"Census Tract 148, Providence County, Rhode Island",,2607,488,,302,,509,,175,,174,,45,,3,,2508,37,13,43721,2629,2275,60,1069,757,354,35,2275,1507,768,5389,4782,85,0,224,246,5028,150,65,398,0,44,7,14800,,,,,95.39748953974896,1.407379231647014,2.6373626373626373,3691.6666666666665,33.75824175824176,66.24175824175825,88.73631471516052,11.263685284839488,2015
68,"Census Tract 17, Providence County, Rhode Island",,1132,235,,150,,154,,0,,74,,61,,0,,988,69,66,25536,1179,1192,161,655,365,7,4,1192,479,713,3076,1401,147,0,226,20,1412,158,9,226,0,44,7,1700,,,,,83.79983036471586,5.852417302798982,13.506711409395974,640.3726708074533,59.81543624161074,40.18456375838927,45.546163849154745,54.453836150845255,2015
69,"Census Tract 18, Providence County, Rhode Island",,2170,70,,172,,402,,87,,388,,8,,33,,1869,134,167,27361,2242,2107,434,921,593,120,39,2107,886,1221,6249,2644,835,0,282,255,2765,969,108,282,0,44,7,1800,,,,,83.36306868867082,5.976806422836753,20.59800664451827,385.483870967742,57.94969150450879,42.050308495491215,42.31076972315571,57.68923027684429,2015
70,"Census Tract 19, Providence County, Rhode Island",40875.0,1828,123,1900.0,169,3390.0,285,5385.0,92,1930.0,156,5260.0,204,3675.0,57,775.0,1586,118,13,23173,1898,1866,456,964,327,36,83,1866,388,1478,5268,2201,816,67,229,258,2365,1029,154,241,9,44,7,1900,22.36050328227571,18.116438356164384,19.40318302387268,24.819444444444443,83.56164383561644,6.217070600632244,24.437299035369776,309.2105263157895,79.20685959271168,20.79314040728832,41.78056188306758,58.21943811693242,2015
71,"Census Tract 20, Providence County, Rhode Island",69260.0,2720,367,10390.0,83,1605.0,311,7055.0,135,2605.0,113,2445.0,233,8265.0,160,2095.0,2176,297,50,34485,2859,2124,516,923,515,122,48,2124,708,1416,7225,3928,979,304,151,462,4136,1269,458,165,75,44,7,2000,25.46323529411765,26.655555555555555,21.659192825112108,30.953757225433527,76.11052815669814,10.388247639034628,24.293785310734464,311.6279069767442,66.66666666666666,33.33333333333333,54.36678200692041,45.63321799307958,2015
72,"Census Tract 21.01, Providence County, Rhode Island",,1482,173,,153,,246,,56,,169,,49,,10,,1436,38,0,50882,1486,938,47,365,390,133,3,938,503,435,2976,1554,607,0,20,104,1618,675,31,56,0,44,7,2101,,,,,96.63526244952894,2.557200538358008,5.0106609808102345,1895.744680851064,46.375266524520256,53.624733475479744,52.21774193548387,47.78225806451613,2015
73,"Census Tract 21.02, Providence County, Rhode Island",,2252,234,,158,,270,,80,,305,,6,,11,,2010,157,75,47649,2460,1793,273,700,738,67,15,1793,722,1071,5563,2195,1618,44,66,330,2511,1924,58,81,0,44,7,2102,,,,,81.70731707317073,6.382113821138212,15.225878416062466,556.7765567765567,59.73229224762967,40.26770775237033,39.45712744921805,60.54287255078196,2015
74,"Census Tract 119.01, Providence County, Rhode Island",,1568,116,,286,,275,,60,,138,,38,,50,,1536,32,0,50938,1568,1264,116,396,552,125,75,1264,785,479,3366,2671,480,0,57,29,2700,485,0,81,0,44,7,11901,,,,,97.95918367346938,2.0408163265306123,9.17721518987342,989.655172413793,37.89556962025317,62.10443037974683,79.35234699940582,20.647653000594172,2015
75,"Census Tract 119.02, Providence County, Rhode Island",,2269,311,,507,,317,,146,,47,,91,,85,,2228,0,25,57411,2285,2368,142,1053,861,209,103,2368,1683,685,4822,4356,82,27,187,0,4356,82,27,187,0,44,7,11902,,,,,97.5054704595186,0.0,5.996621621621621,1567.605633802817,28.927364864864863,71.07263513513513,90.33596018249688,9.66403981750311,2015
76,"Census Tract 121.03, Providence County, Rhode Island",,1435,179,,162,,205,,112,,104,,12,,0,,1375,37,13,46506,1450,1552,227,824,398,51,52,1552,438,1114,3007,2695,83,6,145,73,2743,125,12,170,0,44,7,12103,,,,,94.82758620689656,2.5517241379310347,14.626288659793817,583.7004405286343,71.77835051546391,28.221649484536083,89.6242101762554,10.375789823744595,2015
77,"Census Tract 121.04, Providence County, Rhode Island",,2126,323,,248,,343,,324,,75,,7,,0,,2066,30,12,42188,2206,1993,156,888,746,188,15,1993,1007,986,4449,3961,305,20,119,12,3973,305,27,119,0,44,7,12104,,,,,93.65367180417044,1.3599274705349047,7.827395885599599,1177.5641025641023,49.47315604616156,50.52684395383843,89.03124297594965,10.96875702405035,2015
78,"Census Tract 27, Providence County, Rhode Island",39820.0,1765,225,6545.0,199,4580.0,171,2750.0,83,1165.0,69,1340.0,61,1405.0,0,-666666666.0,1230,215,31,28958,1943,1508,354,582,473,81,18,1508,352,1156,5744,2904,1060,64,130,452,3257,1279,271,145,8,44,7,2700,22.560906515580736,26.23820754716981,15.413385826771654,21.115384615384617,63.30416881111683,11.065362840967577,23.47480106100796,325.98870056497174,76.657824933687,23.342175066313,50.55710306406686,49.44289693593314,2015
79,"Census Tract 109, Providence County, Rhode Island",,1965,236,,67,,195,,23,,87,,120,,45,,1745,126,35,29707,1983,1446,275,631,325,88,127,1446,415,1031,4772,2930,759,32,0,199,3100,806,117,29,0,44,7,10900,,,,,87.99798285426122,6.354009077155824,19.017980636237898,425.81818181818176,71.30013831258644,28.699861687413552,61.39983235540654,38.60016764459346,2015
80,"Census Tract 111, Providence County, Rhode Island",,1804,236,,60,,82,,5,,30,,86,,23,,1571,0,107,32841,1836,1418,282,600,342,145,49,1418,427,991,4453,2102,1278,0,0,144,2246,1368,21,0,21,44,7,11100,,,,,85.56644880174292,0.0,19.88716502115656,402.8368794326241,69.88716502115656,30.11283497884344,47.20413204581181,52.79586795418819,2015
81,"Census Tract 122, Providence County, Rhode Island",,4276,727,,627,,548,,355,,263,,51,,22,,4117,53,71,97050,4413,2660,127,547,1081,646,259,2660,2125,535,7697,6745,294,160,252,187,6932,413,190,290,0,44,7,12200,,,,,93.2925447541355,1.2009970541581692,4.774436090225564,1994.4881889763776,20.112781954887215,79.88721804511279,87.6315447576978,12.368455242302195,2015
82,"Census Tract 126.02, Providence County, Rhode Island",,3503,702,,529,,484,,233,,278,,12,,60,,3375,13,49,67465,3581,2920,113,1011,1173,392,231,2920,2179,741,7371,7122,9,10,166,48,7158,45,22,166,12,44,7,12602,,,,,94.2474169226473,0.3630270874057525,3.8698630136986303,2484.070796460177,25.376712328767127,74.62328767123287,96.62189662189662,3.3781033781033782,2015
83,"Census Tract 147, Providence County, Rhode Island",,2793,525,,289,,274,,56,,121,,217,,31,,2529,175,21,32926,2852,2959,420,1462,858,158,61,2959,1250,1709,7059,5145,505,90,154,406,5284,822,90,180,38,44,7,14700,,,,,88.67461430575035,6.1360448807854135,14.193984454207504,604.5238095238095,57.75599864819196,42.244001351808045,72.88567785805354,27.11432214194645,2015
84,"Census Tract 150, Providence County, Rhode Island",,2013,305,,199,,126,,224,,64,,9,,4,,1786,112,0,46121,2019,1570,119,570,646,199,36,1570,842,728,4437,2953,950,0,23,241,3194,1119,62,33,0,44,7,15000,,,,,88.45963348192174,5.54730064388311,7.579617834394904,1219.3277310924368,46.36942675159236,53.63057324840764,66.55397791300427,33.44602208699572,2015
85,"Census Tract 156, Providence County, Rhode Island",,1283,119,,177,,113,,32,,101,,8,,26,,1220,48,0,44200,1295,970,150,404,273,97,46,970,399,571,2425,1868,162,0,64,112,1961,223,51,83,0,44,7,15600,,,,,94.20849420849422,3.706563706563706,15.463917525773196,546.6666666666666,58.8659793814433,41.1340206185567,77.03092783505154,22.969072164948454,2015
86,"Census Tract 164, Providence County, Rhode Island",,1964,291,,173,,160,,59,,101,,39,,38,,1721,141,55,34241,1997,1723,344,821,395,123,40,1723,518,1205,4716,1927,1547,0,81,238,2116,1718,82,81,0,44,7,16400,,,,,86.17926890335504,7.060590886329495,19.96517701683111,400.8720930232558,69.93615786419036,30.063842135809637,40.86089906700593,59.13910093299406,2015
87,"Census Tract 166, Providence County, Rhode Island",,844,148,,52,,79,,74,,88,,46,,0,,712,66,44,40234,850,672,87,368,173,32,12,672,221,451,1782,1105,431,10,19,67,1166,437,28,19,0,44,7,16600,,,,,83.76470588235294,7.764705882352942,12.946428571428571,672.4137931034483,67.11309523809523,32.88690476190476,62.00897867564535,37.991021324354655,2015
88,"Census Tract 178, Providence County, Rhode Island",,1002,70,,107,,62,,28,,48,,98,,22,,866,10,54,31786,1013,1040,246,322,369,69,34,1040,371,669,2687,2172,251,0,186,39,2211,290,0,186,0,44,7,17800,,,,,85.48864758144127,0.9871668311944718,23.653846153846157,322.7642276422764,64.32692307692308,35.67307692307693,80.83364346855228,19.16635653144771,2015
89,"Census Tract 179, Providence County, Rhode Island",,1140,112,,118,,60,,27,,5,,28,,32,,845,6,119,20980,1173,1323,472,573,217,38,23,1323,102,1221,3006,2670,224,9,0,75,2745,277,9,0,0,44,7,17900,,,,,72.03751065643648,0.5115089514066496,35.67649281934997,180.29661016949152,92.29024943310658,7.709750566893423,88.82235528942117,11.177644710578845,2015
90,"Census Tract 182, Providence County, Rhode Island",,1403,144,,100,,195,,24,,98,,82,,14,,1219,8,31,45655,1417,1116,188,498,308,80,42,1116,330,786,2689,1807,385,0,380,62,1850,428,0,410,0,44,7,18200,,,,,86.02681721947776,0.5645730416372619,16.845878136200717,493.6170212765957,70.43010752688173,29.56989247311828,67.19970249163258,32.80029750836742,2015
91,"Census Tract 114.03, Providence County, Rhode Island",,3516,390,,329,,333,,325,,242,,152,,9,,3376,59,81,76004,3627,2902,140,896,1317,357,192,2902,2202,700,7492,7178,0,0,155,95,7273,0,11,239,0,44,7,11403,,,,,93.07968017645436,1.626688723462917,4.824259131633356,1972.857142857143,24.12129565816678,75.87870434183321,95.80886278697275,4.191137213027229,2015
92,"Census Tract 103, Providence County, Rhode Island",,1678,282,,173,,281,,129,,47,,67,,37,,1607,41,18,36288,1692,1744,295,736,423,241,49,1744,1066,678,3875,2795,366,4,93,349,3125,457,28,112,156,44,7,10300,,,,,94.97635933806149,2.423167848699764,16.915137614678898,491.1864406779661,38.87614678899082,61.12385321100917,72.12903225806451,27.87096774193548,2015
93,"Census Tract 114.02, Providence County, Rhode Island",,2002,353,,411,,333,,56,,105,,22,,0,,1937,50,7,101800,2077,1540,136,190,841,283,90,1540,1378,162,4349,4258,4,8,53,26,4284,4,8,79,0,44,7,11402,,,,,93.25950890707752,2.407318247472316,8.831168831168831,1032.3529411764707,10.51948051948052,89.48051948051948,97.90756495746147,2.0924350425385145,2015
94,"Census Tract 121.02, Providence County, Rhode Island",,2256,345,,230,,272,,102,,130,,40,,8,,2188,48,9,50941,2344,1928,215,752,689,103,169,1928,1206,722,4549,3964,247,51,218,40,3999,278,51,227,0,44,7,12102,,,,,93.34470989761093,2.04778156996587,11.151452282157678,796.7441860465116,37.448132780082986,62.55186721991701,87.14003077599473,12.859969224005278,2015
95,"Census Tract 129, Providence County, Rhode Island",,2112,489,,183,,55,,100,,99,,52,,0,,1904,25,19,45368,2135,2097,149,936,751,217,44,2097,1029,1068,5190,4981,20,0,22,122,5100,60,40,64,0,44,7,12900,,,,,89.18032786885246,1.1709601873536302,7.105388650453028,1307.3825503355704,50.92989985693849,49.07010014306152,95.97302504816956,4.026974951830444,2015
96,"Census Tract 135, Providence County, Rhode Island",51755.0,2308,230,5750.0,305,5710.0,223,3135.0,127,1650.0,182,3530.0,168,3125.0,53,855.0,1923,172,48,55179,2405,1771,90,833,630,158,60,1771,951,820,4844,3757,354,8,61,124,3828,459,45,70,0,44,7,13500,22.42417677642981,21.42056074766355,13.67142857142857,19.01428571428572,79.95841995841995,7.151767151767152,5.081874647092039,1867.7777777777776,46.30152456239413,53.69847543760587,77.55986787778694,22.440132122213047,2015
97,"Census Tract 137.02, Providence County, Rhode Island",,1394,186,,218,,228,,49,,149,,45,,58,,1292,34,0,57305,1394,1029,18,467,387,127,30,1029,642,387,2694,2002,57,0,447,68,2026,101,24,500,26,44,7,13702,,,,,92.6829268292683,2.4390243902439024,1.749271137026239,5616.666666666666,37.60932944606414,62.390670553935855,74.31328878990348,25.68671121009651,2015
98,"Census Tract 143, Providence County, Rhode Island",,2542,361,,348,,400,,103,,138,,179,,44,,2484,58,0,68678,2542,2099,89,813,821,281,95,2099,1431,668,4938,4119,174,0,167,318,4437,252,0,407,0,44,7,14300,,,,,97.7183320220299,2.2816679779701023,4.240114340161981,2258.4269662921347,31.82467841829443,68.17532158170557,83.41433778857838,16.585662211421628,2015
99,"Census Tract 15, Providence County, Rhode Island",,1206,150,,130,,211,,105,,86,,0,,25,,1095,52,16,48517,1250,969,98,492,262,106,11,969,513,456,2934,1394,480,3,515,209,1603,494,3,533,25,44,7,1500,,,,,87.6,4.16,10.113519091847266,888.7755102040817,47.05882352941176,52.94117647058824,47.51192910702113,52.48807089297887,2015
100,"Census Tract 113.01, Providence County, Rhode Island",54785.0,2362,349,8735.0,359,8965.0,198,3495.0,141,1910.0,232,4275.0,50,700.0,0,-666666666.0,2273,7,45,67500,2396,1846,91,671,812,147,125,1846,1234,612,4425,4302,33,16,0,0,4302,33,16,0,0,44,7,11301,23.19432684165961,25.0,15.943952802359885,17.641843971631207,94.86644407345575,0.2921535893155259,4.929577464788732,1928.5714285714284,33.15276273022752,66.84723726977249,97.22033898305084,2.779661016949152,2015
101,"Census Tract 114.01, Providence County, Rhode Island",119035.0,4042,911,32540.0,461,11195.0,653,15760.0,305,6940.0,371,5200.0,77,2955.0,0,-666666666.0,3765,192,76,80898,4176,3237,309,1110,1252,433,133,3237,2384,853,7726,7309,17,0,284,116,7363,50,5,362,0,44,7,11401,29.449529935675407,31.876822157434404,23.695198329853863,18.203125,90.1580459770115,4.597701149425287,9.545875810936051,947.5728155339804,26.35156008649985,73.64843991350016,94.60264043489516,5.397359565104841,2015
102,"Census Tract 118, Providence County, Rhode Island",,3303,432,,362,,306,,310,,242,,37,,106,,3136,94,41,45156,3393,2672,187,1178,901,252,154,2672,1857,815,6290,4491,1108,0,287,192,4582,1168,0,403,0,44,7,11800,,,,,92.4255820807545,2.770409666961391,6.998502994011976,1328.8770053475937,30.501497005988025,69.49850299401199,71.39904610492846,28.60095389507154,2015
103,"Census Tract 8, Providence County, Rhode Island",41565.0,1827,79,2870.0,170,2700.0,200,3910.0,265,2675.0,106,985.0,76,980.0,73,685.0,703,222,108,18352,2042,1758,837,779,120,15,7,1758,145,1613,4236,2438,492,101,872,149,2553,570,146,923,12,44,7,800,22.7504105090312,22.369477911646587,14.161290322580646,10.796703296703296,34.42703232125368,10.871694417238002,47.610921501706486,110.0358422939068,91.7519908987486,8.248009101251421,57.55429650613787,42.44570349386213,2015
104,"Census Tract 34, Providence County, Rhode Island",,2292,273,,300,,552,,293,,358,,96,,0,,1847,90,17,133438,2626,1997,47,719,999,209,23,1997,1476,521,5046,4675,75,0,236,46,4721,106,14,236,0,44,7,3400,,,,,70.33511043412034,3.427265803503427,2.3535302954431647,4148.936170212766,26.089133700550825,73.91086629944917,92.64764169639318,7.352358303606818,2015
105,"Census Tract 105.01, Providence County, Rhode Island",,1710,195,,208,,209,,126,,142,,83,,56,,1682,20,0,41440,1730,1773,216,772,536,206,43,1773,1049,724,4368,3267,434,20,34,231,3483,559,107,44,0,44,7,10501,,,,,97.22543352601156,1.1560693641618496,12.18274111675127,720.8333333333333,40.83474337281445,59.16525662718556,74.79395604395604,25.20604395604396,2015
106,"Census Tract 110, Providence County, Rhode Island",66640.0,2151,180,3670.0,178,3815.0,103,2545.0,52,1800.0,103,3380.0,64,1295.0,57,1590.0,1812,129,92,29290,2189,1870,410,979,334,108,39,1870,361,1509,5443,2813,1034,38,0,247,2934,1103,209,0,0,44,7,11000,30.98093909809391,20.90782122905028,28.032258064516128,27.994011976047904,82.77752398355413,5.89310187300137,21.92513368983957,356.0975609756098,80.69518716577541,19.3048128342246,51.681058239941216,48.31894176005879,2015
107,"Census Tract 117.02, Providence County, Rhode Island",45080.0,2149,315,7645.0,271,5985.0,375,5600.0,91,1790.0,163,2275.0,79,1130.0,105,2925.0,2050,33,25,73718,2216,1546,40,362,861,198,85,1546,1241,305,4449,4165,14,0,110,140,4295,67,15,193,0,44,7,11702,20.977198697068403,23.25938566552901,15.858369098712446,14.070247933884298,92.50902527075812,1.4891696750902528,2.58732212160414,3765.0,19.728331177231563,80.27166882276843,93.61654304338056,6.383456956619465,2015
108,"Census Tract 123, Providence County, Rhode Island",,3197,534,,618,,453,,182,,130,,60,,52,,3149,35,0,55603,3246,2734,143,1023,1089,342,137,2734,1860,874,6449,6152,84,0,64,30,6182,114,1,64,0,44,7,12300,,,,,97.0117067159581,1.0782501540357363,5.230431602048281,1811.888111888112,31.96781272860278,68.03218727139722,95.39463482710498,4.605365172895023,2015
109,"Census Tract 125, Providence County, Rhode Island",,2343,194,,210,,579,,82,,67,,11,,0,,2293,33,0,35652,2357,2526,323,1167,721,187,128,2526,1324,1202,5338,4781,5,44,191,144,4925,122,54,208,0,44,7,12500,,,,,97.2846839202376,1.4000848536274926,12.78701504354711,682.0433436532508,47.58511480601742,52.414885193982585,89.56538029224428,10.434619707755717,2015
110,"Census Tract 126.01, Providence County, Rhode Island",33495.0,1738,214,5280.0,177,3390.0,301,5420.0,98,2025.0,64,805.0,47,440.0,81,490.0,1176,11,22,85781,1848,677,14,223,349,76,15,677,593,84,4218,3562,163,47,257,115,3635,210,77,304,29,44,7,12601,19.272151898734176,22.17391304347826,18.659147869674182,11.216216216216216,63.63636363636363,0.5952380952380952,2.06794682422452,4735.714285714285,12.40768094534712,87.59231905465288,84.44760550023707,15.55239449976292,2015
111,"Census Tract 127.01, Providence County, Rhode Island",,2635,437,,459,,388,,237,,92,,24,,0,,2580,12,0,80671,2667,1787,119,329,825,316,198,1787,1519,268,5223,5120,29,12,39,23,5143,29,12,62,0,44,7,12701,,,,,96.7379077615298,0.4499437570303712,6.659205372132066,1401.6806722689075,14.997202014549524,85.00279798545047,98.02795328355352,1.9720467164464868,2015
112,"Census Tract 128.01, Providence County, Rhode Island",,2368,565,,322,,163,,112,,129,,38,,0,,2351,1,0,74806,2444,2013,261,554,591,409,198,2013,1280,733,4968,4966,1,0,0,0,4966,1,0,0,0,44,7,12801,,,,,96.19476268412438,0.0409165302782324,12.965722801788376,671.264367816092,36.41331346249379,63.58668653750621,99.9597423510467,0.0402576489533011,2015
113,"Census Tract 130.01, Providence County, Rhode Island",,1789,208,,236,,163,,45,,43,,49,,9,,1782,7,0,83964,1861,1203,10,203,471,336,183,1203,1164,39,3640,3526,8,0,23,83,3608,25,42,24,0,44,7,13001,,,,,95.75497044599678,0.3761418592154755,0.8312551953449709,11930.0,3.2418952618453867,96.7581047381546,96.86813186813188,3.131868131868132,2015
114,"Census Tract 130.02, Providence County, Rhode Island",107835.0,3682,793,23035.0,431,14425.0,235,7435.0,125,2020.0,156,3575.0,126,2130.0,54,735.0,3667,15,0,68696,3827,2837,60,802,1139,625,211,2837,2233,604,7340,7223,28,0,66,23,7246,34,17,66,0,44,7,13002,29.287072243346007,30.60457516339869,26.26388888888889,20.23049645390071,95.81917951397962,0.3919519205644107,2.1149101163200563,4628.333333333333,21.290095170955237,78.70990482904476,98.40599455040872,1.5940054495912803,2015
115,"Census Tract 131.01, Providence County, Rhode Island",76230.0,2270,462,16145.0,185,4715.0,321,8695.0,118,4000.0,53,1070.0,108,3370.0,0,-666666666.0,2219,13,12,80290,2408,1744,68,407,721,271,277,1744,1539,205,4802,4595,35,0,33,97,4692,87,45,33,0,44,7,13101,33.581497797356825,32.24111282843895,28.917995444191344,27.577639751552795,92.15116279069768,0.5398671096345514,3.89908256880734,2464.705882352941,11.754587155963304,88.2454128440367,95.68929612661393,4.310703873386089,2015
116,"Census Tract 140, Providence County, Rhode Island",,2839,435,,366,,500,,134,,163,,109,,57,,2681,108,0,56098,2888,2210,92,954,893,131,140,2210,1598,612,6015,4700,220,55,624,141,4841,220,55,747,0,44,7,14000,,,,,92.83240997229916,3.739612188365651,4.162895927601809,2302.173913043478,27.692307692307693,72.3076923076923,78.13798836242727,21.86201163757273,2015
117,"Census Tract 144, Providence County, Rhode Island",,1844,275,,150,,398,,146,,153,,28,,0,,1800,44,0,75089,1932,1649,57,759,567,200,66,1649,1159,490,3670,3465,61,0,34,74,3501,111,24,48,14,44,7,14400,,,,,93.16770186335404,2.2774327122153206,3.4566403881140086,2792.982456140351,29.71497877501516,70.28502122498483,94.4141689373297,5.5858310626703,2015
118,"Census Tract 170, Providence County, Rhode Island",,2005,330,,337,,190,,104,,76,,35,,6,,1919,28,6,57161,2061,1726,82,773,636,216,19,1726,1270,456,4340,3293,583,23,100,163,3404,654,51,129,77,44,7,17000,,,,,93.11014070839398,1.3585638039786512,4.750869061413673,2004.878048780488,26.41946697566628,73.58053302433372,75.87557603686635,24.12442396313364,2015
119,"Census Tract 151, Providence County, Rhode Island",,1810,223,,156,,24,,89,,230,,15,,41,,1572,114,0,22902,1862,1711,520,714,318,121,38,1711,452,1259,4550,1527,1616,0,66,281,1625,1817,81,103,64,44,7,15100,,,,,84.42534908700323,6.122448979591836,30.391583869082407,229.03846153846152,73.58270017533606,26.41729982466393,33.56043956043956,66.43956043956044,2015
120,"Census Tract 154, Providence County, Rhode Island",,1105,95,,83,,138,,49,,39,,45,,29,,1011,43,24,40150,1118,823,98,348,264,94,19,823,182,641,2374,930,866,0,0,175,995,981,48,14,24,44,7,15400,,,,,90.4293381037567,3.8461538461538463,11.907654921020656,739.795918367347,77.88578371810449,22.114216281895505,39.17438921651222,60.82561078348778,2015
121,"Census Tract 160, Providence County, Rhode Island",,1638,291,,256,,140,,126,,80,,10,,12,,1506,92,0,33850,1646,1487,216,926,274,23,48,1487,273,1214,3357,1792,770,100,43,64,1826,800,130,77,34,44,7,16000,,,,,91.49453219927096,5.589307411907655,14.52589105581708,588.425925925926,81.64088769334231,18.3591123066577,53.38099493595472,46.61900506404528,2015
122,"Census Tract 168, Providence County, Rhode Island",,1363,250,,151,,110,,19,,47,,23,,39,,1291,14,0,50313,1389,1214,51,453,556,90,64,1214,788,426,3094,2563,201,5,43,100,2581,283,17,43,0,44,7,16800,,,,,92.9445644348452,1.0079193664506838,4.200988467874795,2280.392156862745,35.09060955518946,64.90939044481054,82.83775048480932,17.16224951519069,2015
123,"Census Tract 169, Providence County, Rhode Island",,1034,127,,182,,177,,84,,78,,44,,4,,1002,11,6,70804,1039,761,22,288,367,48,36,761,614,147,1951,1756,36,0,45,27,1783,63,0,45,0,44,7,16900,,,,,96.43888354186718,1.0587102983638113,2.890932982917214,3359.090909090909,19.316688567674117,80.6833114323259,90.00512557662738,9.994874423372629,2015
124,"Census Tract 174, Providence County, Rhode Island",,1213,120,,110,,41,,54,,40,,12,,55,,1050,23,57,22601,1274,1519,356,647,423,49,44,1519,506,1013,3914,2982,409,0,326,94,3044,427,43,337,0,44,7,17400,,,,,82.41758241758241,1.805337519623234,23.436471362738644,326.685393258427,66.68861092824227,33.31138907175774,76.18804292284108,23.811957077158915,2015
125,"Census Tract 28, Providence County, Rhode Island",,2460,206,,136,,255,,187,,82,,137,,64,,2351,109,0,26532,2560,2408,535,1137,616,105,15,2408,811,1597,6351,3185,1115,78,203,385,3303,1431,314,251,0,44,7,2800,,,,,91.8359375,4.2578125,22.217607973421927,350.0934579439252,66.32059800664452,33.679401993355484,50.14958274287514,49.85041725712486,2015
126,"Census Tract 157, Providence County, Rhode Island",,1533,165,,181,,227,,42,,112,,88,,8,,1482,14,25,55746,1586,1277,37,574,449,131,86,1277,885,392,3282,2799,203,7,101,105,2904,293,38,101,0,44,7,15700,,,,,93.44262295081968,0.8827238335435058,2.8974158183241974,3351.351351351352,30.696945967110416,69.30305403288959,85.28336380255942,14.716636197440586,2015
127,"Census Tract 107.02, Providence County, Rhode Island",,2135,358,,306,,249,,214,,31,,55,,17,,2100,28,0,64375,2204,1751,41,665,745,220,80,1751,1456,295,4165,3831,39,0,19,247,4028,105,50,70,0,44,7,10702,,,,,95.28130671506352,1.2704174228675136,2.3415191319246147,4170.731707317073,16.84751570531125,83.15248429468875,91.98079231692677,8.01920768307323,2015
